Datum;Kontobezeichnung;Nummer;Beschreibung;Bemerkung;Buchungstext;Kategorie;Kontoart;Aktion;Abgleichen;Nach m. Währung;Von m. Währung;Nach numerisch;Von numerisch;Nach Kurs;Von Kurs
;;;;;;Essengehen;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
21.04.2016;Essengehen;;Eisessen;;;Bargeld;T;;N;3,00 €;;3,00;;;
;;;;;;Essengehen;S;;N;3,00 €;;3,00;;1,00;
;;;;;;Bargeld;S;;N;;-3,00 €;;-3,00;;1,00
06.05.2016;Essengehen;;Tauscher Alm;;;Bargeld;T;;N;17,00 €;;17,00;;;
;;;;;;Essengehen;S;;N;17,00 €;;17,00;;1,00;
;;;;;;Bargeld;S;;N;;-17,00 €;;-17,00;;1,00
08.05.2016;Essengehen;;Alm Neunerköpfle;;;Bargeld;T;;N;15,00 €;;15,00;;;
;;;;;;Essengehen;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Bargeld;S;;N;;-15,00 €;;-15,00;;1,00
16.05.2016;Essengehen;;Döner;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Essengehen;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
26.05.2016;Essengehen;;Essen gehen;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Essengehen;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
06.06.2016;Essengehen;;Essen gehen;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Essengehen;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
29.07.2016;Essengehen;;La Medusa;;;Bargeld;T;;N;50,00 €;;50,00;;;
;;;;;;Essengehen;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Bargeld;S;;N;;-50,00 €;;-50,00;;1,00
01.08.2016;Essengehen;;Falafel;;;Bargeld;T;;N;4,50 €;;4,50;;;
;;;;;;Essengehen;S;;N;4,50 €;;4,50;;1,00;
;;;;;;Bargeld;S;;N;;-4,50 €;;-4,50;;1,00
02.08.2016;Essengehen;;Falafel;;;Bargeld;T;;N;4,00 €;;4,00;;;
;;;;;;Essengehen;S;;N;4,00 €;;4,00;;1,00;
;;;;;;Bargeld;S;;N;;-4,00 €;;-4,00;;1,00
10.08.2016;Essengehen;;Essen gehen;;;Bargeld;T;;N;40,00 €;;40,00;;;
;;;;;;Essengehen;S;;N;40,00 €;;40,00;;1,00;
;;;;;;Bargeld;S;;N;;-40,00 €;;-40,00;;1,00
15.09.2016;Essengehen;;Essen gehen;;;Bargeld;T;;N;25,00 €;;25,00;;;
;;;;;;Essengehen;S;;N;25,00 €;;25,00;;1,00;
;;;;;;Bargeld;S;;N;;-25,00 €;;-25,00;;1,00
21.09.2016;Essengehen;;Essen gehen;;;Bargeld;T;;N;15,00 €;;15,00;;;
;;;;;;Essengehen;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Bargeld;S;;N;;-15,00 €;;-15,00;;1,00
24.09.2016;Essengehen;;Eisessen;;;Bargeld;T;;N;3,00 €;;3,00;;;
;;;;;;Essengehen;S;;N;3,00 €;;3,00;;1,00;
;;;;;;Bargeld;S;;N;;-3,00 €;;-3,00;;1,00
30.09.2016;Essengehen;;Falafel;;;Bargeld;T;;N;4,00 €;;4,00;;;
;;;;;;Essengehen;S;;N;4,00 €;;4,00;;1,00;
;;;;;;Bargeld;S;;N;;-4,00 €;;-4,00;;1,00
28.02.2017;Essengehen;;Falafel;;;Bargeld;T;;N;2,50 €;;2,50;;;
;;;;;;Essengehen;S;;N;2,50 €;;2,50;;1,00;
;;;;;;Bargeld;S;;N;;-2,50 €;;-2,50;;1,00
19.05.2017;Essengehen;;Eisessen;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Essengehen;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
19.05.2017;Essengehen;;Essen gehen;;;Bargeld;T;;N;50,00 €;;50,00;;;
;;;;;;Essengehen;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Bargeld;S;;N;;-50,00 €;;-50,00;;1,00
19.06.2017;Essengehen;;Essen gehen;;;Bargeld;T;;N;50,00 €;;50,00;;;
;;;;;;Essengehen;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Bargeld;S;;N;;-50,00 €;;-50,00;;1,00
19.07.2017;Essengehen;;Falafel;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Essengehen;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
09.08.2017;Essengehen;;Reisekostenabrechnung Salzburg;;;Girokonto;T;;N;-22,85 €;;-22,85;;;
;;;;;;Girokonto;S;;N;;22,85 €;;22,85;;1,00
;;;;;;Essengehen;S;;N;-22,85 €;;-22,85;;1,00;
24.08.2017;Essengehen;;Kaffee ;;;Bargeld;T;;N;50,00 €;;50,00;;;
;;;;;;Essengehen;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Bargeld;S;;N;;-50,00 €;;-50,00;;1,00
24.08.2017;Essengehen;;Falafel;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Essengehen;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
03.09.2017;Essengehen;;Döner;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Essengehen;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
04.09.2017;Essengehen;;McDonalds;;;Girokonto;T;;N;15,58 €;;15,58;;;
;;;;;;Essengehen;S;;N;15,58 €;;15,58;;1,00;
;;;;;;Girokonto;S;;N;;-15,58 €;;-15,58;;1,00
10.09.2017;Essengehen;;Sandwich;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
11.09.2017;Essengehen;;Tapas Essen;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Essengehen;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
11.09.2017;Essengehen;;Wein + Käse Aktivität;;;Bargeld;T;;N;8,00 €;;8,00;;;
;;;;;;Essengehen;S;;N;8,00 €;;8,00;;1,00;
;;;;;;Bargeld;S;;N;;-8,00 €;;-8,00;;1,00
12.09.2017;Essengehen;;Kaffee ;;;Bargeld;T;;N;0,80 €;;0,80;;;
;;;;;;Essengehen;S;;N;0,80 €;;0,80;;1,00;
;;;;;;Bargeld;S;;N;;-0,80 €;;-0,80;;1,00
14.09.2017;Essengehen;;Eisessen;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
16.09.2017;Essengehen;;Eisessen;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
17.09.2017;Essengehen;;Eisessen;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
18.09.2017;Essengehen;;Patatas Bravas;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
19.09.2017;Essengehen;;Patatas Bravas;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
19.09.2017;Essengehen;;Eisessen;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
20.09.2017;Essengehen;;Eisessen;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
20.09.2017;Essengehen;;Patatas Bravas;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
21.09.2017;Essengehen;;Eisessen;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
22.09.2017;Essengehen;;Eisessen;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
22.09.2017;Essengehen;;Patatas Bravas;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
07.10.2017;Essengehen;;Schulfest;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Essengehen;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
14.10.2017;Essengehen;;Döner;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Essengehen;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
23.12.2017;Essengehen;;Essen gehen;;;Bargeld;T;;N;300,00 €;;300,00;;;
;;;;;;Essengehen;S;;N;300,00 €;;300,00;;1,00;
;;;;;;Bargeld;S;;N;;-300,00 €;;-300,00;;1,00
24.04.2018;Essengehen;;Kaffee ;;;Bargeld;T;;N;50,00 €;;50,00;;;
;;;;;;Essengehen;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Bargeld;S;;N;;-50,00 €;;-50,00;;1,00
04.05.2018;Essengehen;;Eisessen;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
06.05.2018;Essengehen;;Eisessen;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
11.05.2018;Essengehen;;Essen gehen;;;Bargeld;T;;N;15,00 €;;15,00;;;
;;;;;;Essengehen;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Bargeld;S;;N;;-15,00 €;;-15,00;;1,00
12.05.2018;Essengehen;;Döner;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Essengehen;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
18.05.2018;Essengehen;;Eisessen;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
20.05.2018;Essengehen;;Essen gehen;;;Bargeld;T;;N;40,00 €;;40,00;;;
;;;;;;Essengehen;S;;N;40,00 €;;40,00;;1,00;
;;;;;;Bargeld;S;;N;;-40,00 €;;-40,00;;1,00
26.05.2018;Essengehen;;Eisessen;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
20.06.2018;Essengehen;;Falafel;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
24.06.2018;Essengehen;;Falafel;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
24.06.2018;Essengehen;;Eisessen;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
27.06.2018;Essengehen;;Eisessen;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
08.07.2018;Essengehen;;Cafe;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Essengehen;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
19.07.2018;Essengehen;;Burger;;;Bargeld;T;;N;15,00 €;;15,00;;;
;;;;;;Essengehen;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Bargeld;S;;N;;-15,00 €;;-15,00;;1,00
25.07.2018;Essengehen;;Falafel;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Essengehen;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
03.08.2018;Essengehen;;Essen Lech;;;Bargeld;T;;N;15,00 €;;15,00;;;
;;;;;;Essengehen;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Bargeld;S;;N;;-15,00 €;;-15,00;;1,00
04.08.2018;Essengehen;;Essen Lech;;;Bargeld;T;;N;15,00 €;;15,00;;;
;;;;;;Essengehen;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Bargeld;S;;N;;-15,00 €;;-15,00;;1,00
04.08.2018;Essengehen;;Essen Lech;;;Bargeld;T;;N;15,00 €;;15,00;;;
;;;;;;Essengehen;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Bargeld;S;;N;;-15,00 €;;-15,00;;1,00
05.08.2018;Essengehen;;Essen Lech;;;Bargeld;T;;N;15,00 €;;15,00;;;
;;;;;;Essengehen;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Bargeld;S;;N;;-15,00 €;;-15,00;;1,00
05.08.2018;Essengehen;;Essen Lech;;;Bargeld;T;;N;15,00 €;;15,00;;;
;;;;;;Essengehen;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Bargeld;S;;N;;-15,00 €;;-15,00;;1,00
06.08.2018;Essengehen;;Essen Lech;;;Bargeld;T;;N;15,00 €;;15,00;;;
;;;;;;Essengehen;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Bargeld;S;;N;;-15,00 €;;-15,00;;1,00
11.08.2018;Essengehen;;Falafel;;;Bargeld;T;;N;12,00 €;;12,00;;;
;;;;;;Essengehen;S;;N;12,00 €;;12,00;;1,00;
;;;;;;Bargeld;S;;N;;-12,00 €;;-12,00;;1,00
13.08.2018;Essengehen;;Falafel;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
14.08.2018;Essengehen;;Falafel;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Essengehen;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
19.08.2018;Essengehen;;Eisessen;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Essengehen;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
19.08.2018;Essengehen;;Falafel;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Essengehen;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
24.08.2018;Essengehen;;Pizza;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Essengehen;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
28.08.2018;Essengehen;;Pizza;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Essengehen;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
29.08.2018;Essengehen;;Essen gehen;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Essengehen;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
03.09.2018;Essengehen;;Eisessen;;;Bargeld;T;;N;3,00 €;;3,00;;;
;;;;;;Essengehen;S;;N;3,00 €;;3,00;;1,00;
;;;;;;Bargeld;S;;N;;-3,00 €;;-3,00;;1,00
04.09.2018;Essengehen;;Eisessen;;;Bargeld;T;;N;7,00 €;;7,00;;;
;;;;;;Essengehen;S;;N;7,00 €;;7,00;;1,00;
;;;;;;Bargeld;S;;N;;-7,00 €;;-7,00;;1,00
13.09.2018;Essengehen;;Eisessen;;;Bargeld;T;;N;3,00 €;;3,00;;;
;;;;;;Essengehen;S;;N;3,00 €;;3,00;;1,00;
;;;;;;Bargeld;S;;N;;-3,00 €;;-3,00;;1,00
16.09.2018;Essengehen;;Eisessen;;;Bargeld;T;;N;3,00 €;;3,00;;;
;;;;;;Essengehen;S;;N;3,00 €;;3,00;;1,00;
;;;;;;Bargeld;S;;N;;-3,00 €;;-3,00;;1,00
24.09.2018;Essengehen;;Pizza;;;Bargeld;T;;N;5,50 €;;5,50;;;
;;;;;;Essengehen;S;;N;5,50 €;;5,50;;1,00;
;;;;;;Bargeld;S;;N;;-5,50 €;;-5,50;;1,00
14.04.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
23.04.2015;Mensa;;Mensa;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Mensa;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
05.05.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
15.05.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
27.05.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
17.06.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
24.06.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
02.07.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
13.07.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
21.07.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
27.07.2015;Mensa;;Mensa;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Mensa;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
10.09.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
23.09.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
05.10.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
14.10.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
20.10.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
29.10.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
09.11.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
13.11.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
27.11.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
09.12.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
17.12.2015;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
12.01.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
22.01.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
02.02.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
11.02.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
19.02.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
26.02.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
07.03.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
14.03.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
22.03.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
05.04.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
14.04.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
25.04.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
04.05.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
17.05.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
02.06.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
09.06.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
20.06.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
30.06.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
13.07.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
22.07.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
13.09.2016;Mensa;;Mensa;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Mensa;S;;N;30,00 €;;30,00;;1,00;
